Time,l_per,l_abs,b_per,b_abs
1662599656,14.5,3094,8.7,1434
1662599656,15.1,3237,8.9,1471
1662599656,18.1,3887,10.8,1778
1662599656,20.6,4411,12.1,1996
1662599656,22.4,4819,13.1,2152
1662599656,23.4,5024,13.8,2274
1662599656,24.0,5163,14.3,2349
1662599679,24.3,5219,14.8,2437
1662599697,24.3,5226,14.9,2451
1662599722,24.3,5233,15.0,2473
1662599761,24.5,5271,15.3,2512
1662599804,24.6,5290,15.4,2532
1662599861,24.6,5295,15.4,2538
1662599947,24.7,5305,15.5,2550
1662600030,24.7,5307,15.5,2558
1662600106,24.7,5315,15.6,2566
1662600218,24.7,5315,15.6,2571
1662600530,24.7,5315,15.6,2575
1662600725,24.7,5316,15.7,2579
1662600924,24.7,5317,15.7,2580
1662601484,24.7,5317,15.7,2580
1662602162,25.1,5405,15.9,2619
1662603355,25.1,5409,15.9,2625
1662605440,25.2,5416,16.0,2637
1662607996,25.2,5430,16.1,2648
1662610774,25.6,5507,16.4,2693
1662613764,25.7,5520,16.4,2706
1662617809,25.7,5534,16.5,2717
1662622317,26.0,5593,16.8,2761
1662628414,26.1,5608,16.9,2778
