Time,l_per,l_abs,b_per,b_abs
1662549778,37.1,418,20.8,163
1662549779,38.9,439,23.1,181
1662550123,44.3,500,27.4,214
1662550496,52.5,592,33.5,262
1662551096,59.0,665,38.2,299
1662552027,61.4,693,41.2,322
1662553556,62.1,701,42.1,329
1662556594,62.7,707,42.6,333
1662562668,62.8,708,42.7,334
1662571821,63.0,711,43.0,336
1662578487,63.0,711,43.1,337
