Time,l_per,l_abs,b_per,b_abs
1662348104,14.4,3081,8.7,1431
1662348104,15.1,3237,8.9,1471
1662348104,18.1,3887,10.8,1778
1662348104,20.6,4411,12.1,1996
1662348104,22.4,4819,13.1,2152
1662348104,23.4,5024,13.8,2274
1662348104,24.0,5163,14.3,2349
1662348117,24.2,5206,14.6,2404
1662348130,24.2,5206,14.6,2411
1662348143,24.2,5210,14.8,2431
1662348155,24.3,5216,14.8,2437
1662348168,24.4,5248,15.0,2466
1662348178,24.4,5254,15.1,2478
1662348199,24.5,5262,15.1,2486
1662348216,24.5,5262,15.1,2489
1662348238,24.5,5262,15.1,2489
1662348266,24.5,5264,15.2,2495
1662348302,24.5,5274,15.2,2503
1662348334,24.6,5288,15.4,2531
1662348386,24.6,5288,15.4,2533
1662348426,24.6,5288,15.4,2536
1662348452,24.7,5305,15.5,2559
1662348485,24.7,5305,15.6,2562
1662348516,24.7,5305,15.6,2563
1662348572,24.7,5310,15.6,2568
1662348594,24.7,5310,15.6,2570
1662348648,24.7,5310,15.6,2570
1662348707,24.7,5310,15.6,2572
1662348834,24.7,5310,15.6,2573
1662348988,24.7,5310,15.7,2578
1662349117,24.7,5310,15.7,2578
1662349292,24.7,5310,15.7,2578
1662349431,24.7,5310,15.7,2580
1662349531,24.7,5313,15.7,2581
1662349612,24.7,5319,15.8,2598
1662349782,24.9,5353,16.0,2635
1662349966,25.0,5368,16.1,2644
1662350102,25.0,5382,16.1,2653
1662350477,25.0,5382,16.1,2655
1662350795,25.5,5478,16.4,2696
1662350995,25.5,5478,16.4,2700
1662351415,25.5,5478,16.4,2700
1662351718,25.6,5497,16.5,2714
1662352140,25.6,5502,16.5,2721
1662352545,25.7,5526,16.7,2743
1662352960,25.7,5527,16.7,2748
1662353469,25.7,5527,16.7,2748
1662353927,25.8,5556,16.8,2773
1662354626,25.9,5562,16.9,2776
1662355297,25.9,5562,16.9,2777
