Time,l_per,l_abs,b_per,b_abs
1662332325,9.0,1145,5.6,675
1662332352,9.0,1145,5.7,676
1662332382,9.9,1251,6.1,726
1662332445,10.1,1283,6.3,751
1662332527,10.1,1283,6.3,751
1662332641,10.2,1292,6.4,761
1662332745,10.5,1332,6.7,796
1662332867,10.5,1332,6.7,796
1662333054,10.5,1332,6.7,796
1662333252,10.5,1336,6.7,799
1662333432,10.6,1348,6.8,809
1662333839,11.1,1409,7.1,847
1662334499,11.1,1409,7.1,849
1662335653,11.1,1409,7.1,849
1662336587,11.2,1419,7.2,861
1662338666,11.2,1421,7.2,863
1662339370,11.2,1421,7.2,863
