Time,l_per,l_abs,b_per,b_abs
1660559677,16.2,534,8.2,155
1660559680,16.2,534,8.2,155
1660559681,16.3,538,8.3,157
1660559683,16.3,538,8.3,157
1660559900,25.7,849,17.1,325
1660560125,26.0,860,17.8,337
1660560557,26.5,874,18.6,353
1660560843,27.1,895,19.7,373
1660563987,27.1,896,19.7,374
1660566415,27.2,898,19.8,375
