Time,l_per,l_abs,b_per,b_abs
1660655375,9.0,1145,5.6,675
1660655402,10.0,1263,6.2,737
1660655432,10.1,1281,6.3,753
1660655481,10.1,1281,6.3,753
1660655563,10.1,1281,6.3,753
1660655664,10.1,1286,6.3,757
1660655794,10.3,1307,6.5,776
1660655934,10.3,1307,6.5,776
1660656072,10.3,1307,6.5,776
1660656279,10.5,1335,6.7,800
1660656526,10.5,1336,6.7,802
1660656723,10.5,1337,6.7,803
1660657117,11.7,1488,7.7,919
1660657459,11.7,1489,7.7,920
1660658101,11.7,1489,7.7,920
1660658950,11.7,1490,7.7,925
1660659614,11.7,1490,7.7,925
1660661093,11.7,1490,7.7,925
1660662378,11.7,1490,7.7,925
