Time,l_per,l_abs,b_per,b_abs
1660631098,14.5,3094,8.7,1434
1660631098,15.1,3237,8.9,1471
1660631098,18.1,3887,10.8,1778
1660631098,20.6,4411,12.1,1996
1660631098,22.4,4819,13.1,2152
1660631098,23.4,5024,13.8,2274
1660631098,24.0,5163,14.3,2349
1660631111,24.2,5196,14.6,2401
1660631122,24.2,5206,14.7,2415
1660631130,24.3,5214,14.7,2423
1660631147,24.4,5256,15.0,2465
1660631167,24.5,5269,15.1,2493
1660631176,24.5,5275,15.2,2504
1660631188,24.5,5276,15.2,2505
1660631210,24.5,5276,15.2,2507
1660631228,24.7,5304,15.3,2524
1660631259,24.7,5304,15.3,2525
1660631285,24.7,5305,15.4,2531
1660631317,24.7,5305,15.4,2533
1660631405,24.7,5305,15.4,2534
1660631458,24.8,5327,15.5,2559
1660631483,24.8,5329,15.6,2567
1660631523,24.8,5330,15.6,2573
1660631567,24.8,5330,15.6,2575
1660631609,24.8,5332,15.7,2578
1660631642,24.8,5333,15.7,2582
1660631778,24.8,5333,15.7,2583
1660631945,24.8,5333,15.7,2586
1660632018,24.8,5338,15.8,2594
1660632072,24.8,5338,15.8,2600
1660632159,24.9,5350,15.8,2604
1660632357,24.9,5350,15.8,2606
1660632630,24.9,5350,15.8,2607
1660632835,24.9,5350,15.8,2607
1660632982,24.9,5351,15.9,2610
1660633126,24.9,5352,15.9,2612
1660633299,25.2,5411,16.0,2640
1660633639,25.4,5460,16.1,2658
1660633957,25.4,5468,16.2,2665
1660634009,25.8,5549,16.4,2696
1660634459,25.9,5569,16.6,2726
1660635016,25.9,5569,16.6,2726
1660635917,25.9,5569,16.6,2727
1660637159,25.9,5573,16.6,2728
1660638290,25.9,5580,16.6,2732
1660638296,25.9,5580,16.6,2732
