Time,l_per,l_abs,b_per,b_abs
1660631097,14.5,3094,8.7,1434
1660631097,15.1,3237,8.9,1471
1660631097,18.1,3887,10.8,1778
1660631097,20.6,4411,12.1,1996
1660631097,22.4,4819,13.1,2153
1660631097,23.4,5024,13.8,2275
1660631097,24.0,5163,14.3,2350
1660631110,24.2,5206,14.6,2406
1660631123,24.2,5206,14.7,2413
1660631133,24.3,5215,14.8,2431
1660631144,24.3,5219,14.8,2443
1660631158,24.4,5250,15.0,2470
1660631171,24.4,5250,15.0,2473
1660631184,24.5,5257,15.1,2480
1660631202,24.5,5264,15.1,2490
1660631218,24.5,5265,15.2,2500
1660631241,24.5,5265,15.2,2500
1660631260,24.5,5265,15.2,2503
1660631289,24.5,5277,15.3,2523
1660631322,24.5,5277,15.4,2533
1660631368,24.6,5290,15.5,2544
1660631403,24.7,5302,15.5,2555
1660631433,24.7,5307,15.6,2560
1660631480,24.7,5307,15.6,2560
1660631517,24.7,5309,15.6,2572
1660631576,24.7,5309,15.6,2574
1660631646,24.7,5310,15.7,2576
1660631698,24.7,5310,15.7,2580
1660631765,24.7,5310,15.7,2581
1660631837,24.7,5310,15.7,2583
1660631915,24.7,5311,15.7,2585
1660632019,24.7,5311,15.7,2585
1660632276,24.7,5311,15.7,2586
1660632386,24.7,5317,15.8,2593
1660632578,25.0,5374,15.9,2620
1660632734,25.0,5374,15.9,2620
1660632865,25.0,5374,15.9,2622
1660633107,25.0,5375,15.9,2625
1660633285,25.2,5413,16.2,2672
1660633825,25.2,5413,16.3,2675
1660634493,25.8,5540,16.5,2724
1660634987,25.8,5540,16.6,2726
1660635542,25.8,5549,16.6,2731
1660636366,26.0,5586,16.7,2750
1660637713,26.0,5589,16.7,2757
1660638287,26.0,5596,16.8,2762
