Time,l_per,l_abs,b_per,b_abs
1662549782,37.1,418,20.8,163
1662549787,38.9,439,23.1,181
1662550159,43.9,495,27.0,211
1662550509,48.9,552,31.6,247
1662550949,52.6,593,35.3,276
1662551701,58.1,655,39.3,307
1662553181,59.8,675,40.8,319
1662555576,62.9,710,42.6,333
1662559766,63.3,714,43.1,337
1662566589,63.5,716,43.5,340
1662574727,63.7,718,44.0,344
1662578135,63.7,718,44.0,344
