Time,l_per,l_abs,b_per,b_abs
1660595738,37.1,418,20.8,163
1660595744,38.9,439,23.1,181
1660595761,42.1,475,26.0,203
1660595779,43.7,493,27.0,211
1660595947,47.1,531,29.3,229
1660597466,50.4,569,32.5,254
1660598625,51.5,581,33.8,264
1660599941,53.5,603,35.8,280
1660602186,54.6,616,37.2,291
1660602631,57.4,648,38.6,302
