Time,l_per,l_abs,b_per,b_abs
1662549766,37.1,418,20.8,163
1662549766,38.9,439,23.1,181
1662549811,44.8,505,27.9,218
1662549866,46.7,527,29.9,234
1662549928,55.6,627,36.4,285
1662550132,57.0,643,38.7,303
1662550439,58.6,661,40.4,316
1662551106,59.4,670,41.0,321
1662556323,62.9,710,42.8,335
1662562382,63.6,717,43.6,341
1662564455,63.6,717,43.6,341
1662576749,63.8,720,44.0,344
