Time,l_per,l_abs,b_per,b_abs
1662332425,12.3,1560,8.0,953
1662332435,12.6,1603,8.3,998
1662332442,12.7,1607,8.4,1001
1662332483,12.7,1613,8.4,1006
1662332562,12.7,1614,8.4,1010
1662332573,12.9,1637,8.6,1025
1662332610,12.9,1638,8.6,1026
1662332650,12.9,1639,8.6,1028
1662332710,12.9,1640,8.6,1029
1662332828,12.9,1644,8.6,1033
1662332999,12.9,1644,8.6,1033
1662333395,12.9,1644,8.6,1033
1662333967,12.9,1644,8.6,1034
1662334775,13.2,1671,8.8,1048
1662336554,13.2,1679,8.8,1052
1662339401,13.2,1679,8.8,1052
