Time,l_per,l_abs,b_per,b_abs
1662635998,16.2,534,8.2,155
1662636001,16.2,534,8.2,155
1662636002,16.3,538,8.3,157
1662636004,16.3,538,8.3,157
1662636454,25.7,849,17.2,326
1662637615,27.0,891,19.2,365
1662639862,27.1,896,19.7,374
1662646215,27.3,902,19.9,378
1662661010,27.4,904,20.0,380
1662661249,27.4,904,20.0,380
