Time,l_per,l_abs,b_per,b_abs
1660595735,37.1,418,20.8,163
1660595745,38.9,439,23.1,181
1660595768,41.7,470,26.0,203
1660595775,43.4,489,27.1,212
1660595798,44.9,507,27.7,217
1660596395,48.3,545,30.6,239
1660597749,49.7,561,32.4,253
1660599932,51.9,585,34.7,271
1660602197,53.0,598,36.1,282
1660602732,53.5,604,36.6,286
