Time,l_per,l_abs,b_per,b_abs
1660559675,16.2,534,8.2,155
1660559677,16.2,534,8.2,155
1660559679,16.3,538,8.3,157
1660559681,16.3,538,8.3,157
1660559917,25.8,851,17.2,326
1660560271,26.5,874,18.4,349
1660561021,26.7,883,18.8,356
1660561408,27.1,896,19.7,373
1660562464,27.6,911,20.4,387
1660563093,27.6,913,20.5,389
