Time,l_per,l_abs,b_per,b_abs
1662635988,16.2,534,8.2,155
1662635988,16.2,534,8.2,155
1662635988,16.3,538,8.3,157
1662635988,16.3,538,8.3,157
1662636009,26.0,859,17.8,337
1662636067,31.1,1029,22.2,422
1662636230,32.0,1057,23.6,447
1662636644,32.1,1060,23.8,452
1662637090,32.1,1062,24.0,456
1662637962,33.5,1108,25.8,489
1662639303,33.6,1111,26.0,493
1662642897,33.7,1115,26.2,497
1662662397,33.8,1118,26.4,501
