Time,l_per,l_abs,b_per,b_abs
1660595696,37.1,418,20.8,163
1660595696,38.9,439,23.1,181
1660595759,41.2,465,26.2,205
1660595929,43.2,487,28.3,221
1660596111,49.1,554,32.2,252
1660596487,50.5,570,33.1,259
1660596791,54.7,617,36.2,283
1660597390,55.7,628,37.2,291
1660598194,56.7,640,38.1,298
1660600050,58.0,654,39.5,309
1660602738,62.0,699,41.9,328
