Time,l_per,l_abs,b_per,b_abs
1660595695,37.1,418,20.8,163
1660595696,38.9,439,23.1,181
1660595841,41.4,467,25.8,202
1660596107,43.9,495,27.4,214
1660596450,45.2,510,29.2,228
1660596708,51.0,575,33.5,262
1660597115,54.7,617,35.8,280
1660597788,56.4,636,37.3,292
1660598367,57.1,644,38.2,299
1660599516,57.5,649,38.9,304
1660601101,58.3,658,39.9,312
1660602695,59.0,665,40.4,316
