Time,l_per,l_abs,b_per,b_abs
1662348036,14.5,3094,8.7,1434
1662348037,15.1,3237,8.9,1471
1662348038,18.1,3887,10.8,1778
1662348040,20.6,4411,12.1,1996
1662348042,22.4,4819,13.1,2152
1662348043,23.4,5024,13.8,2274
1662348045,24.0,5163,14.3,2349
1662348058,24.3,5216,14.7,2416
1662348071,24.3,5216,14.7,2421
1662348082,24.3,5221,14.9,2447
1662348103,24.5,5269,15.1,2487
1662348118,24.5,5278,15.3,2512
1662348134,24.6,5280,15.3,2518
1662348152,24.6,5288,15.4,2527
1662348175,24.6,5288,15.4,2533
1662348206,24.6,5288,15.4,2536
1662348236,24.6,5295,15.5,2546
1662348281,24.7,5304,15.5,2550
1662348343,24.7,5306,15.6,2563
1662348389,24.7,5306,15.6,2563
1662348444,24.7,5306,15.6,2563
1662348503,24.7,5306,15.6,2565
1662348609,24.7,5306,15.6,2565
1662348711,24.7,5306,15.6,2569
1662348874,24.7,5309,15.6,2572
1662349065,24.7,5311,15.7,2579
1662349328,24.7,5312,15.7,2583
1662349719,24.7,5312,15.7,2583
1662350011,24.7,5312,15.7,2584
1662350660,24.7,5313,15.7,2585
1662350919,24.8,5330,15.8,2596
1662351715,24.8,5330,15.8,2599
1662352842,24.8,5333,15.8,2606
1662354023,24.8,5333,15.8,2606
1662355138,24.8,5333,15.8,2606
1662355138,24.8,5333,15.8,2606
