Time,l_per,l_abs,b_per,b_abs
1660595693,37.1,418,20.8,163
1660595694,38.9,439,23.1,181
1660595812,40.6,458,25.4,199
1660596101,42.3,477,26.5,207
1660596454,44.4,501,28.1,220
1660596710,46.9,529,31.2,244
1660596973,52.0,587,34.9,273
1660597429,54.1,610,36.7,287
1660597834,57.0,643,38.2,299
1660598620,57.4,648,38.6,302
1660600207,58.1,655,39.1,306
1660602598,58.3,658,39.5,309
