Time,l_per,l_abs,b_per,b_abs
1660655372,9.0,1145,5.6,675
1660655399,9.0,1145,5.6,675
1660655430,9.0,1145,5.7,676
1660655493,10.3,1307,6.5,775
1660655588,10.3,1307,6.5,775
1660655723,10.3,1307,6.5,775
1660655900,10.8,1371,6.8,816
1660656064,10.8,1371,6.8,816
1660656282,10.8,1371,6.8,816
1660656418,10.8,1373,6.8,818
1660656671,11.0,1397,7.0,839
1660656997,11.0,1398,7.0,840
1660657435,11.0,1401,7.0,843
1660658020,11.1,1403,7.1,845
1660658516,11.1,1410,7.1,855
1660660079,11.1,1410,7.1,855
1660661427,11.1,1410,7.1,855
1660662558,11.1,1410,7.1,855
