Time,l_per,l_abs,b_per,b_abs
1662599707,14.5,3094,8.7,1434
1662599708,15.1,3237,8.9,1471
1662599710,18.1,3887,10.8,1778
1662599711,20.6,4411,12.1,1996
1662599712,22.4,4819,13.1,2152
1662599714,23.4,5024,13.8,2274
1662599714,24.0,5163,14.3,2349
1662599738,24.3,5220,14.8,2442
1662599763,24.4,5252,15.0,2473
1662599798,24.6,5285,15.3,2512
1662599851,24.7,5304,15.4,2539
1662599922,24.7,5304,15.4,2543
1662599995,24.7,5307,15.5,2554
1662600094,24.8,5343,15.7,2584
1662600280,24.8,5343,15.7,2586
1662600650,24.8,5343,15.8,2593
1662601108,25.0,5387,15.8,2608
1662602232,25.1,5403,15.9,2618
1662603248,25.1,5405,15.9,2624
1662604779,25.2,5413,16.0,2636
1662608194,25.2,5418,16.1,2646
1662611941,25.6,5506,16.3,2680
1662614474,25.6,5507,16.3,2685
1662616525,25.9,5567,16.5,2723
1662618141,25.9,5568,16.6,2726
1662620776,25.9,5575,16.6,2732
1662624400,26.0,5588,16.7,2750
1662628351,26.0,5592,16.7,2754
