Time,l_per,l_abs,b_per,b_abs
1662357853,16.2,534,8.2,155
1662357856,16.2,534,8.2,155
1662357857,16.3,538,8.3,157
1662357859,16.3,538,8.3,157
1662358078,25.6,844,16.7,317
1662358345,26.0,858,17.8,338
1662359254,26.4,871,18.4,349
1662362696,27.1,896,19.5,370
1662363758,27.2,899,19.8,376
1662364341,27.3,901,19.9,377
