Time,l_per,l_abs,b_per,b_abs
1662670725,4.1,134,1.8,35
1662670725,4.1,134,1.8,35
1662670725,4.1,134,1.8,35
1662670725,4.1,134,1.8,35
1662670729,4.1,134,1.8,35
1662670729,5.8,192,3.1,59
1662670729,5.8,192,3.1,59
1662670732,10.8,355,5.0,94
1662670735,10.8,355,5.0,94
1662670745,11.0,362,5.2,99
1662670753,11.0,362,5.2,99
1662670768,11.0,362,5.2,99
1662670780,11.0,362,5.3,100
1662670798,11.1,366,5.5,104
1662670805,11.1,366,5.5,104
1662670807,11.1,366,5.5,104
1662670818,11.1,366,5.5,104
1662670864,11.4,377,5.7,108
1662670927,11.4,377,5.7,108
1662670970,11.4,377,5.7,108
1662671040,11.4,377,5.7,108
1662671078,11.4,377,5.7,108
1662671179,16.7,550,9.2,174
1662671278,16.7,550,9.2,174
1662671389,16.7,550,9.2,174
1662671482,16.7,550,9.2,174
1662671645,16.7,550,9.2,174
1662671699,16.7,550,9.2,174
1662672104,16.7,550,9.2,174
1662672217,16.7,550,9.2,174
1662672507,22.9,756,13.6,258
1662673103,22.9,756,13.6,258
1662674218,22.9,756,13.6,258
1662675153,24.2,799,15.0,285
1662677869,24.2,799,15.0,285
1662680264,24.2,799,15.0,285
1662682899,24.2,799,15.0,285
1662687778,24.2,799,15.0,285
1662699271,24.2,800,15.1,287
1662699271,24.2,800,15.1,287
