Time,l_per,l_abs,b_per,b_abs
1662635984,16.2,534,8.2,155
1662635984,16.2,534,8.2,155
1662635984,16.3,538,8.3,157
1662635984,16.3,538,8.3,157
1662636011,26.1,863,17.9,340
1662636056,26.2,866,18.1,344
1662636412,31.5,1040,23.2,440
1662636725,33.2,1098,25.3,480
1662637584,33.5,1106,25.7,487
1662638616,33.7,1115,26.0,493
1662639704,33.8,1116,26.0,494
1662641685,33.8,1119,26.1,496
1662658949,34.0,1125,26.6,505
