Time,l_per,l_abs,b_per,b_abs
1662340763,37.1,418,20.8,163
1662340764,38.9,439,23.1,181
1662340908,40.6,458,25.4,199
1662341219,43.4,489,26.6,208
1662341615,45.0,508,27.9,218
1662341933,49.1,554,31.5,246
1662342207,51.1,576,33.2,260
1662342711,53.6,605,36.1,282
1662343324,56.5,637,37.9,296
1662343784,57.7,651,39.4,308
1662344819,57.9,653,39.6,310
1662346175,59.1,667,40.8,319
1662347909,59.1,667,40.8,319
