Time,l_per,l_abs,b_per,b_abs
1660631095,14.5,3104,8.9,1462
1660631095,15.2,3253,9.2,1507
1660631095,18.2,3901,11.0,1810
1660631096,19.7,4221,11.7,1933
1660631096,21.6,4642,12.7,2096
1660631096,22.3,4801,13.4,2201
1660631096,23.0,4940,13.8,2277
1660631110,24.3,5222,14.8,2435
1660631116,24.3,5226,14.9,2445
1660631130,24.3,5235,15.0,2465
1660631142,24.3,5235,15.0,2468
1660631150,24.4,5236,15.0,2476
1660631162,24.4,5237,15.1,2483
1660631175,24.5,5270,15.2,2503
1660631198,24.5,5270,15.2,2505
1660631218,24.5,5270,15.2,2506
1660631238,24.5,5272,15.3,2512
1660631268,24.5,5273,15.3,2516
1660631310,24.6,5287,15.3,2522
1660631347,24.6,5298,15.4,2532
1660631365,24.7,5304,15.5,2549
1660631395,24.7,5305,15.5,2552
1660631418,24.7,5306,15.5,2555
1660631452,24.7,5306,15.5,2557
1660631482,24.7,5310,15.6,2568
1660631522,24.7,5311,15.6,2573
1660631643,24.7,5313,15.7,2576
1660631784,24.7,5313,15.7,2582
1660631892,24.7,5313,15.7,2584
1660631996,24.7,5320,15.7,2587
1660632065,24.7,5320,15.7,2590
1660632158,24.7,5320,15.7,2590
1660632352,24.7,5321,15.8,2594
1660632442,24.7,5321,15.8,2594
1660632591,24.7,5321,15.8,2594
1660632776,24.9,5350,16.0,2626
1660632908,24.9,5350,16.0,2627
1660633300,24.9,5350,16.0,2627
1660633797,24.9,5352,16.0,2629
1660634589,24.9,5352,16.0,2629
1660635654,25.0,5367,16.0,2639
1660637215,25.1,5399,16.2,2659
1660638266,25.3,5443,16.2,2671
