Time,l_per,l_abs,b_per,b_abs
1662369327,37.1,418,20.8,163
1662369327,38.9,439,23.1,181
1662369346,41.4,467,25.7,201
1662369373,43.5,491,27.1,212
1662369405,44.9,506,27.7,217
1662369455,46.6,526,29.5,231
1662369485,50.3,567,31.7,248
1662369528,53.2,600,35.3,276
1662369590,54.6,616,37.1,290
1662369669,55.0,620,37.7,295
1662369793,56.3,635,38.7,303
1662369919,56.5,637,38.9,304
1662370022,59.4,670,40.8,319
1662370151,59.6,672,41.0,321
1662370483,59.6,672,41.2,322
1662370791,59.8,674,41.6,325
1662371275,59.8,674,41.6,325
1662371871,59.8,674,41.6,325
1662372826,59.8,674,41.6,325
1662373768,59.8,675,41.7,326
1662375142,62.0,699,42.7,334
1662376508,62.0,699,42.7,334
