Time,l_per,l_abs,b_per,b_abs
1662332324,9.0,1145,5.6,675
1662332350,9.9,1251,6.1,727
1662332378,9.9,1251,6.1,728
1662332437,9.9,1251,6.1,728
1662332506,9.9,1251,6.1,728
1662332588,10.1,1288,6.3,759
1662332700,10.7,1357,6.9,821
1662332874,11.2,1418,7.2,859
1662332943,11.2,1418,7.2,859
1662333079,11.2,1418,7.2,859
1662333297,11.2,1418,7.2,859
1662333649,11.2,1419,7.2,860
1662334090,11.2,1419,7.2,860
1662334284,11.2,1419,7.2,860
1662335071,11.2,1419,7.2,860
1662336239,11.2,1419,7.2,860
1662338046,11.2,1419,7.2,860
1662339521,11.2,1419,7.2,860
