Time,l_per,l_abs,b_per,b_abs
1662348034,14.5,3094,8.7,1434
1662348035,15.1,3237,8.9,1471
1662348036,18.1,3887,10.8,1778
1662348036,20.6,4411,12.1,1996
1662348036,22.4,4819,13.1,2152
1662348037,23.4,5024,13.8,2274
1662348038,24.0,5163,14.3,2349
1662348049,24.2,5211,14.7,2413
1662348058,24.3,5219,14.7,2427
1662348073,24.4,5250,15.0,2462
1662348089,24.4,5254,15.1,2480
1662348107,24.5,5259,15.1,2490
1662348126,24.5,5260,15.2,2497
1662348146,24.5,5271,15.3,2525
1662348173,24.5,5277,15.4,2530
1662348202,24.5,5277,15.4,2531
1662348236,24.5,5277,15.4,2533
1662348266,24.5,5277,15.4,2534
1662348299,24.5,5277,15.4,2537
1662348371,24.5,5277,15.4,2537
1662348496,24.6,5282,15.4,2541
1662348609,24.6,5293,15.5,2549
1662348690,24.6,5295,15.5,2555
1662348763,24.6,5296,15.6,2563
1662348910,24.7,5312,15.7,2580
1662349074,24.7,5312,15.7,2581
1662349283,24.7,5317,15.7,2590
1662349355,24.7,5317,15.7,2590
1662349782,24.7,5318,15.8,2593
1662350167,24.9,5362,15.9,2610
1662350542,24.9,5362,15.9,2611
1662351013,25.1,5395,16.0,2634
1662351319,25.1,5395,16.0,2634
1662351769,25.5,5493,16.2,2670
1662352349,25.5,5493,16.2,2670
1662352764,25.6,5516,16.3,2681
1662353236,25.7,5521,16.3,2690
1662353676,25.9,5564,16.5,2717
1662354600,25.9,5564,16.5,2718
1662355220,25.9,5564,16.5,2719
