Time,l_per,l_abs,b_per,b_abs
1662635997,16.2,534,8.2,155
1662635999,16.2,534,8.2,155
1662636001,16.3,538,8.3,157
1662636002,16.3,538,8.3,157
1662636411,25.9,856,17.7,336
1662637157,26.8,884,19.0,361
1662639244,28.6,944,21.1,400
1662647414,28.6,946,21.2,402
1662664779,32.1,1062,24.0,456
